Timestamp,Value
1777268948.0540671,140
1777268948.0559735,105
1777268948.0560913,78
1777268948.0561616,54
1777268948.0562677,32
1777268948.0563295,9
1777268948.0563982,-8
1777268948.0564785,-30
1777268948.0586255,-58
1777268948.0587602,-84
1777268948.0588365,-132
1777268948.0589285,-159
1777268948.0590417,-180
1777268948.0591142,-205
1777268948.0614133,-222
1777268948.0615213,-229
1777268948.0615933,-230
1777268948.061664,-230
1777268948.0617456,-224
1777268948.0641155,-213
1777268948.0642352,-199
1777268948.0644302,-181
1777268948.0645037,-152
1777268948.0645757,-111
1777268948.064641,-75
1777268948.066837,-47
1777268948.066923,-18
1777268948.0669677,9
1777268948.067023,25
1777268948.0670738,46
1777268948.0671563,74
1777268948.067225,100
1777268948.069557,149
1777268948.0696666,160
1777268948.069798,175
1777268948.069868,195
1777268948.070083,213
1777268948.0701673,222
1777268948.070229,229
1777268948.0722928,230
1777268948.0723948,230
1777268948.072458,226
1777268948.0725188,218
1777268948.0725791,210
1777268948.07264,195
1777268948.074958,177
1777268948.0751085,154
1777268948.075176,122
1777268948.0752277,90
1777268948.075278,67
1777268948.0753276,46
1777268948.07538,22
1777268948.0754206,0
1777268948.077715,-16
1777268948.0778368,-41
1777268948.0779147,-74
1777268948.0780349,-109
1777268948.0781238,-161
1777268948.0803602,-171
1777268948.0804977,-186
1777268948.0805712,-216
1777268948.0807009,-226
1777268948.0807729,-231
1777268948.0808413,-233
1777268948.083228,-227
1777268948.0833397,-217
1777268948.0834107,-207
1777268948.0834877,-188
1777268948.0835564,-165
1777268948.0858693,-129
1777268948.0859814,-88
1777268948.086047,-59
1777268948.08611,-31
1777268948.0861616,-4
1777268948.0862136,18
1777268948.086267,37
1777268948.088556,66
1777268948.088644,93
1777268948.0887063,125
1777268948.0888035,165
1777268948.0888658,167
1777268948.0889251,186
1777268948.088984,206
1777268948.0913432,221
1777268948.0914452,226
1777268948.0915098,229
1777268948.0915735,231
1777268948.091635,227
1777268948.0917456,221
1777268948.0940113,215
1777268948.094101,203
1777268948.0941675,186
1777268948.094232,166
1777268948.094299,138
1777268948.0943635,101
1777268948.0944185,76
1777268948.0968235,51
1777268948.0969372,30
1777268948.0969896,7
1777268948.09705,-9
1777268948.0971186,-28
1777268948.097189,-59
1777268948.0972583,-92
1777268948.0994337,-135
1777268948.0995417,-158
1777268948.0996172,-182
1777268948.0996916,-205
1777268948.0998075,-223
1777268948.1021307,-228
1777268948.1022654,-224
1777268948.1023428,-230
1777268948.1024125,-223
1777268948.102534,-214
1777268948.1026053,-199
1777268948.1049337,-178
1777268948.1050313,-151
1777268948.105101,-108
1777268948.105161,-74
1777268948.1052206,-46
1777268948.1052794,-17
1777268948.1076741,11
1777268948.1077716,32
1777268948.107828,56
1777268948.10788,84
1777268948.1079931,112
1777268948.1080585,158
1777268948.1081214,162
1777268948.110367,180
1777268948.110464,200
1777268948.1105256,218
1777268948.1105864,224
1777268948.1106462,230
1777268948.1107397,230
1777268948.1130426,227
1777268948.1131315,224
1777268948.1132421,217
1777268948.1133215,207
1777268948.1133838,191
1777268948.1134431,172
1777268948.1135023,146
1777268948.1157954,113
1777268948.1159012,82
1777268948.1159685,59
1777268948.116032,36
1777268948.1160948,14
1777268948.1161664,-7
1777268948.116242,-27
1777268948.1184878,-57
1777268948.1185813,-90
1777268948.1186535,-131
1777268948.1187222,-159
1777268948.11879,-180
1777268948.1188593,-204
1777268948.121237,-224
1777268948.121362,-229
1777268948.1214705,-230
1777268948.1215591,-232
1777268948.1216488,-224
1777268948.1239452,-216
1777268948.1240518,-201
1777268948.124181,-180
1777268948.1242535,-153
1777268948.1243227,-111
1777268948.1266232,-76
1777268948.1267822,-40
1777268948.126852,-19
1777268948.1268957,9
1777268948.12695,25
1777268948.1270013,47
1777268948.1270516,75
1777268948.1271112,101
1777268948.1294231,146
1777268948.1295238,160
1777268948.1296606,175
1777268948.1297207,194
1777268948.1297903,212
1777268948.1298509,221
1777268948.1320925,229
1777268948.1321926,229
1777268948.132257,231
1777268948.1323175,225
1777268948.1325147,218
1777268948.1325853,209
1777268948.1326458,195
1777268948.1348977,177
1777268948.1350393,154
1777268948.1351054,123
1777268948.1351566,89
1777268948.135212,68
1777268948.1352623,45
1777268948.1353118,22
1777268948.1375728,0
1777268948.137666,-16
1777268948.137728,-40
1777268948.1377885,-75
1777268948.1378589,-108
1777268948.1379285,-160
1777268948.1403356,-170
1777268948.1404452,-195
1777268948.1405227,-217
1777268948.1405933,-226
1777268948.1406639,-231
1777268948.1429043,-232
1777268948.1430542,-221
1777268948.143139,-219
1777268948.1432188,-207
1777268948.1433113,-189
1777268948.1433902,-164
1777268948.145823,-128
1777268948.1459286,-89
1777268948.1459959,-60
1777268948.1460586,-32
1777268948.1461112,-4
1777268948.1461637,18
1777268948.1462169,37
1777268948.1484678,66
1777268948.1485596,92
1777268948.1486259,123
1777268948.1487436,164
1777268948.148806,167
1777268948.1488647,185
1777268948.1511905,205
1777268948.1514142,230
1777268948.1515305,225
1777268948.1515925,228
1777268948.151651,230
1777268948.1517098,227
1777268948.1517682,220
1777268948.1539552,214
1777268948.154045,202
1777268948.1541557,185
1777268948.154235,165
1777268948.1542945,137
1777268948.1543663,103
1777268948.156655,75
1777268948.1569006,57
1777268948.1570003,29
1777268948.1570745,7
1777268948.1571329,-9
1777268948.1571925,-28
1777268948.157252,-60
1777268948.1573138,-91
1777268948.159542,-134
1777268948.1597013,-160
1777268948.1597888,-182
1777268948.1598718,-206
1777268948.1599524,-224
1777268948.1621609,-229
1777268948.1622984,-230
1777268948.1623795,-230
1777268948.1624951,-222
1777268948.1625779,-214
1777268948.1646864,-198
1777268948.164806,-169
1777268948.1648777,-151
1777268948.1649995,-109
1777268948.1650615,-73
1777268948.1651216,-45
1777268948.1674998,-16
1777268948.167602,10
1777268948.167659,31
1777268948.1677125,57
1777268948.1677637,83
1777268948.1678581,113
1777268948.167923,159
1777268948.1702447,163
1777268948.1703641,186
1777268948.1704266,200
1777268948.1704857,217
1777268948.1705449,224
1777268948.170605,230
1777268948.170665,230
1777268948.1729474,229
1777268948.1730587,224
1777268948.1731374,217
1777268948.1732135,206
1777268948.1733038,191
1777268948.1733787,172
1777268948.1756246,146
1777268948.1758204,114
1777268948.175876,83
1777268948.175936,59
1777268948.1759925,35
1777268948.1760752,15
1777268948.1761334,-8
1777268948.1761932,-26
1777268948.1785774,-57
1777268948.1787848,-89
1777268948.178934,-133
1777268948.179076,-159
1777268948.1793392,-181
1777268948.1810355,-204
1777268948.1811543,-223
1777268948.1812658,-227
1777268948.181387,-230
1777268948.1814716,-230
1777268948.1815653,-224
1777268948.1838772,-215
1777268948.1841495,-200
1777268948.1843185,-180
1777268948.1845362,-152
1777268948.1846917,-112
1777268948.1866617,-76
1777268948.186812,-48
1777268948.186938,-19
1777268948.1870077,10
1777268948.1870725,30
1777268948.1871407,55
1777268948.1872067,82
1777268948.1894233,109
1777268948.1895459,157
1777268948.1896288,162
1777268948.1897469,180
1777268948.1898408,199
1777268948.1899226,216
1777268948.190001,224
1777268948.1920962,230
1777268948.1922255,230
1777268948.192308,230
1777268948.1923873,225
1777268948.1924667,217
1777268948.192548,207
1777268948.1948018,192
1777268948.1949747,173
1777268948.19504,148
1777268948.1951013,115
1777268948.195153,84
1777268948.1952434,61
1777268948.1952972,38
1777268948.1973314,16
1777268948.1974301,-6
1777268948.1974938,-28
1777268948.197556,-56
1777268948.1976156,-88
1777268948.197689,-128
1777268948.200126,-157
1777268948.2004125,-175
1777268948.2005978,-204
1777268948.2008178,-222
1777268948.2009685,-229
1777268948.2011094,-230
1777268948.2029092,-230
1777268948.2030225,-224
1777268948.2031348,-216
1777268948.2032192,-201
1777268948.2032893,-181
1777268948.2055488,-154
1777268948.2056446,-113
1777268948.2057056,-77
1777268948.2057662,-48
1777268948.2058308,-19
1777268948.205873,8
1777268948.2060652,24
1777268948.2082443,43
1777268948.2084124,72
1777268948.208571,99
1777268948.2087362,135
1777268948.208837,163
1777268948.2089167,169
1777268948.209001,190
1777268948.2109718,206
1777268948.2110755,223
1777268948.2111406,227
1777268948.2112005,228
1777268948.211261,231
1777268948.2113206,226
1777268948.2136626,219
1777268948.213757,211
1777268948.2138214,200
1777268948.213919,183
1777268948.2139914,160
1777268948.2140546,131
1777268948.214107,97
1777268948.2164307,76
1777268948.2165468,51
1777268948.2166166,29
1777268948.216671,7
1777268948.2167377,-8
1777268948.2168174,-30
1777268948.2169359,-60
1777268948.2191284,-92
1777268948.219274,-126
1777268948.2193615,-159
1777268948.2194479,-182
1777268948.2195945,-204
1777268948.2196834,-224
1777268948.2218256,-229
1777268948.221924,-230
1777268948.2220433,-230
1777268948.222116,-222
1777268948.222187,-214
1777268948.2245913,-200
1777268948.2247112,-179
1777268948.2247818,-151
1777268948.2248514,-110
1777268948.2249131,-74
1777268948.2249737,-45
1777268948.227331,-17
1777268948.2275124,11
1777268948.227566,32
1777268948.227621,57
1777268948.2276726,84
1777268948.2277317,113
1777268948.2277946,158
1777268948.230092,163
1777268948.230213,181
1777268948.2303174,200
1777268948.2303803,216
1777268948.2304406,223
1777268948.2304997,230
1777268948.2327328,229
1777268948.232897,237
1777268948.2330017,224
1777268948.2330658,217
1777268948.2331264,206
1777268948.2331913,190
1777268948.2332516,171
1777268948.2355642,146
1777268948.2357416,111
1777268948.2358546,82
1777268948.2359636,59
1777268948.2360682,39
1777268948.2361944,14
1777268948.2362952,-7
1777268948.2382286,-28
1777268948.238474,-57
1777268948.2386127,-90
1777268948.2387726,-132
1777268948.2388687,-158
1777268948.2389724,-180
1777268948.2409093,-205
1777268948.2410188,-222
1777268948.2410898,-229
1777268948.2411916,-229
1777268948.2412643,-230
1777268948.2436812,-223
1777268948.2437966,-214
1777268948.2438805,-201
1777268948.2439516,-179
1777268948.2440398,-153
1777268948.244119,-111
1777268948.2464037,-76
1777268948.2464995,-47
1777268948.2465646,-18
1777268948.246607,9
1777268948.2466595,24
1777268948.2467105,47
1777268948.2467859,73
1777268948.2490785,100
1777268948.2491984,149
1777268948.2492793,158
1777268948.2493494,175
1777268948.2495022,195
1777268948.249584,213
1777268948.2517004,222
1777268948.2519288,228
1777268948.2520616,229
1777268948.2522385,231
1777268948.2523649,226
1777268948.2524874,218
1777268948.2526083,210
1777268948.254546,195
1777268948.2546468,177
1777268948.2547085,153
1777268948.2547717,122
1777268948.2548232,89
1777268948.2548854,68
1777268948.2549376,44
1777268948.2572045,21
1777268948.257279,0
1777268948.257341,-16
1777268948.2574406,-40
1777268948.2575023,-75
1777268948.2575717,-109
1777268948.259879,-162
1777268948.2600355,-162
1777268948.2601707,-195
1777268948.2602563,-217
1777268948.2603388,-226
1777268948.2604177,-230
1777268948.2636998,-232
1777268948.263891,-227
1777268948.263982,-219
1777268948.2640579,-207
1777268948.2641368,-189
1777268948.2654054,-166
1777268948.2655907,-128
1777268948.2657812,-90
1777268948.2659056,-59
1777268948.2660227,-32
1777268948.2661204,-4
1777268948.2662177,18
1777268948.2683835,38
1777268948.2685874,66
1777268948.2687626,92
1777268948.2689056,125
1777268948.2690487,164
1777268948.269184,167
1777268948.2693136,186
1777268948.2708416,205
1777268948.270983,221
1777268948.2711322,226
1777268948.2711935,229
1777268948.2712522,230
1777268948.2713118,226
1777268948.2737377,220
1777268948.2739222,215
1777268948.2740638,203
1777268948.2741928,185
1777268948.2743187,165
1777268948.2744405,138
1777268948.2762187,103
1777268948.276446,84
1777268948.276611,52
1777268948.2767608,29
1777268948.2768123,7
1777268948.276875,-10
1777268948.2769468,-34
1777268948.2770064,-66
1777268948.2789764,-101
1777268948.2790995,-155
1777268948.2791767,-165
1777268948.2792819,-192
1777268948.2793572,-211
1777268948.2817154,-224
1777268948.281844,-231
1777268948.2819204,-231
1777268948.282005,-227
1777268948.2820957,-219
1777268948.2843704,-210
1777268948.2845085,-184
1777268948.2845845,-170
1777268948.284654,-139
1777268948.284725,-96
1777268948.2847862,-67
1777268948.2871444,-41
1777268948.2872405,-11
1777268948.2872968,17
1777268948.287352,36
1777268948.2874079,63
1777268948.2874572,92
1777268948.287516,122
1777268948.2897866,164
1777268948.289959,175
1777268948.2900295,186
1777268948.2900991,204
1777268948.290161,220
1777268948.2902305,225
1777268948.2902954,229
1777268948.2926385,230
1777268948.2928164,227
1777268948.2929473,220
1777268948.29312,215
1777268948.2932792,203
1777268948.293379,186
1777268948.2952626,167
1777268948.295398,141
1777268948.2954907,104
1777268948.2955425,77
1777268948.2956784,53
1777268948.2957292,31
1777268948.2957728,9
1777268948.2958252,-8
1777268948.2981267,-27
1777268948.2983272,-58
1777268948.2985346,-90
1777268948.298691,-132
1777268948.2988412,-158
1777268948.2989948,-180
1777268948.3008087,-204
1777268948.3009202,-224
1777268948.3010004,-228
1777268948.3010724,-231
1777268948.301172,-229
1777268948.3036191,-223
1777268948.3037448,-216
1777268948.3038251,-200
1777268948.3038993,-180
1777268948.3039744,-151
1777268948.3061786,-111
1777268948.3062835,-76
1777268948.306347,-47
1777268948.306408,-17
1777268948.3064578,10
1777268948.3065083,30
1777268948.3065884,56
1777268948.308808,82
1777268948.308993,115
1777268948.3090622,157
1777268948.3091247,163
1777268948.309184,179
1777268948.309319,200
1777268948.309379,217
1777268948.3117383,224
1777268948.3118377,230
1777268948.3119006,229
1777268948.3119977,229
1777268948.3120623,224
1777268948.3121223,217
1777268948.314328,207
1777268948.3144145,193
1777268948.3144765,174
1777268948.3145373,148
1777268948.314602,114
1777268948.314653,85
1777268948.314704,60
1777268948.3170855,38
1777268948.3172424,16
1777268948.317296,-6
1777268948.3173578,-25
1777268948.3174174,-55
1777268948.317476,-88
1777268948.3175445,-130
1777268948.319997,-159
1777268948.3201306,-179
1777268948.3202028,-203
1777268948.3202722,-223
1777268948.32038,-227
1777268948.322509,-230
1777268948.3226213,-230
1777268948.3226926,-224
1777268948.3227618,-216
1777268948.322831,-201
1777268948.32516,-182
1777268948.3253272,-145
1777268948.325407,-113
1777268948.325469,-79
1777268948.325532,-50
1777268948.325591,-21
1777268948.325632,8
1777268948.328059,22
1777268948.3281467,44
1777268948.3282,72
1777268948.3282514,98
1777268948.328312,135
1777268948.328371,161
1777268948.3284335,170
1777268948.330782,190
1777268948.3308887,209
1777268948.3309512,222
1777268948.3310127,227
1777268948.3310728,229
1777268948.3311405,231
1777268948.3333156,226
1777268948.333524,226
1777268948.3335905,210
1777268948.3336525,199
1777268948.3337152,181
1777268948.3337755,161
1777268948.3338387,132
1777268948.3360548,97
1777268948.3361268,75
1777268948.3361802,52
1777268948.336275,30
1777268948.3363166,7
1777268948.3363671,-8
1777268948.336487,-30
1777268948.336549,-61
1777268948.3388886,-93
1777268948.339019,-135
1777268948.3391006,-159
1777268948.3391767,-183
1777268948.3392513,-206
1777268948.3415763,-224
1777268948.3418055,-228
1777268948.342038,-230
1777268948.3421342,-229
1777268948.3422065,-222
1777268948.344242,-214
1777268948.344508,-190
1777268948.3446736,-180
1777268948.3448243,-151
1777268948.345028,-110
1777268948.3451147,-74
1777268948.3469515,-45
1777268948.347042,-16
1777268948.3471289,12
1777268948.3471825,32
1777268948.3472335,58
1777268948.3472867,84
1777268948.3473456,112
1777268948.349786,158
1777268948.3499198,161
1777268948.3499851,181
1777268948.3500466,201
1777268948.350107,216
1777268948.3501668,223
1777268948.3502269,229
1777268948.3525188,229
1777268948.3528929,228
1777268948.3529913,224
1777268948.3530538,216
1777268948.3531137,206
1777268948.3531725,189
1777268948.3552182,170
1777268948.3553362,145
1777268948.3553982,112
1777268948.3554564,82
1777268948.355507,59
1777268948.3555574,38
1777268948.3556068,14
1777268948.3578048,-7
1777268948.3579369,-19
1777268948.3579986,-59
1777268948.3581095,-91
1777268948.3581815,-134
1777268948.3582516,-159
1777268948.3605213,-181
1777268948.360617,-205
1777268948.3606913,-223
1777268948.3607624,-229
1777268948.3608322,-230
1777268948.3609357,-231
1777268948.363324,-224
1777268948.3634467,-214
1777268948.363542,-201
1777268948.3636122,-179
1777268948.3636823,-153
1777268948.3660285,-112
1777268948.3661263,-76
1777268948.3661888,-47
1777268948.3662484,-18
1777268948.3662992,10
1777268948.36635,30
1777268948.3664,55
1777268948.3687708,82
1777268948.3688731,110
1777268948.3689368,157
1777268948.3689973,162
1777268948.369057,179
1777268948.3691194,200
1777268948.3713984,216
1777268948.3715265,232
1777268948.371644,229
1777268948.3717065,229
1777268948.3717656,228
1777268948.3718252,224
1777268948.371888,217
1777268948.3742092,207
1777268948.3743129,191
1777268948.3744216,172
1777268948.374487,147
1777268948.3745475,114
1777268948.374599,84
1777268948.3746495,61
1777268948.3768902,40
1777268948.3769765,16
1777268948.3770287,-6
1777268948.3770912,-26
1777268948.3771508,-57
1777268948.3772118,-89
1777268948.3796191,-130
1777268948.3798048,-149
1777268948.3798826,-178
1777268948.3799524,-203
1777268948.3800235,-222
1777268948.3800926,-228
1777268948.3823783,-229
1777268948.3825243,-230
1777268948.3825989,-224
1777268948.3826704,-215
1777268948.3827395,-201
1777268948.3851724,-180
1777268948.385349,-154
1777268948.385427,-113
1777268948.3854895,-78
1777268948.385567,-48
1777268948.3856277,-20
1777268948.3877456,8
1777268948.3878722,22
1777268948.3879285,44
1777268948.3879836,72
1777268948.388035,97
1777268948.3880947,136
1777268948.388154,163
1777268948.3882132,171
1777268948.3906455,191
1777268948.390747,210
1777268948.39081,222
1777268948.3908713,226
1777268948.3910406,230
1777268948.3911045,231
1777268948.393231,227
1777268948.3933372,218
1777268948.393401,213
1777268948.3934608,200
1777268948.3935204,181
1777268948.39358,161
1777268948.3959126,131
1777268948.39608,105
1777268948.39614,68
1777268948.3961928,46
1777268948.3962445,23
1777268948.3962893,2
1777268948.3963501,-14
1777268948.396411,-40
1777268948.3986452,-73
1777268948.3987584,-107
1777268948.3988953,-160
1777268948.3989682,-171
1777268948.3990397,-194
1777268948.4014325,-216
1777268948.4015696,-226
1777268948.4016423,-230
1777268948.401713,-232
1777268948.401793,-226
1777268948.401862,-218
1777268948.404193,-207
1777268948.4043095,-189
1777268948.404384,-166
1777268948.4044557,-131
1777268948.4045181,-90
1777268948.4067786,-60
1777268948.4068754,-33
1777268948.4069297,-6
1777268948.4069812,16
1777268948.407031,35
1777268948.407082,64
1777268948.4071314,91
1777268948.4071908,122
1777268948.4095356,164
1777268948.4096804,167
1777268948.4097438,185
1777268948.409803,204
1777268948.4098642,221
1777268948.4099224,225
1777268948.4123244,229
1777268948.412426,229
1777268948.4124894,226
1777268948.41255,222
1777268948.4126093,214
1777268948.4126685,203
1777268948.4149513,187
1777268948.4150999,174
1777268948.415165,139
1777268948.4152248,105
1777268948.4153357,77
1777268948.4153893,53
1777268948.4154408,30
1777268948.4154832,8
1777268948.4176993,-7
1777268948.4177961,-28
1777268948.417859,-58
1777268948.4179192,-91
1777268948.4179947,-133
1777268948.4180663,-159
1777268948.4204063,-180
1777268948.4205117,-205
1777268948.4205844,-224
1777268948.4206574,-228
1777268948.420728,-231
1777268948.4231539,-230
1777268948.4232745,-223
1777268948.4233499,-216
1777268948.423554,-200
1777268948.4236498,-180
1777268948.4237182,-152
1777268948.4259093,-112
1777268948.426018,-76
1777268948.4260871,-47
1777268948.42628,-19
1777268948.4263265,9
1777268948.4263833,27
1777268948.4264395,47
1777268948.428601,75
1777268948.4287,102
1777268948.4287746,150
1777268948.428848,159
1777268948.4289148,175
1777268948.4289832,195
1777268948.4313402,212
1777268948.4314578,221
1777268948.4315202,227
1777268948.431581,229
1777268948.431644,230
1777268948.4317052,226
1777268948.431766,218
1777268948.4340506,208
1777268948.4341505,195
1777268948.4342139,175
1777268948.4343097,153
1777268948.4343731,122
1777268948.4344234,89
1777268948.4366937,67
1777268948.4368024,54
1777268948.4368596,22
1777268948.436902,0
1777268948.437001,-16
1777268948.4370642,-42
1777268948.4371235,-76
1777268948.4394026,-109
1777268948.4396393,-153
1777268948.4397447,-170
1777268948.4398203,-196
1777268948.4398925,-216
1777268948.4399638,-226
1777268948.4422252,-230
1777268948.442337,-232
1777268948.4424558,-227
1777268948.4425323,-217
1777268948.442602,-206
1777268948.4448779,-189
1777268948.4449768,-164
1777268948.4450552,-127
1777268948.4451213,-88
1777268948.4451866,-58
1777268948.4452467,-31
1777268948.447692,-3
1777268948.4478009,18
1777268948.4479127,38
1777268948.447969,66
1777268948.448024,93
1777268948.448084,125
1777268948.4482002,165
1777268948.450295,167
1777268948.4504168,196
1777268948.4504862,205
1777268948.4505508,222
1777268948.4506166,226
1777268948.4507005,230
1777268948.4507623,231
1777268948.4530737,226
1777268948.453177,221
1777268948.4532444,215
1777268948.453304,203
1777268948.453365,186
1777268948.453423,165
1777268948.4557805,138
1777268948.4559026,107
1777268948.4559634,75
1777268948.4560192,51
1777268948.456113,29
1777268948.4561813,6
1777268948.4562347,-9
1777268948.4562974,-30
1777268948.4586015,-61
1777268948.4587014,-93
1777268948.458777,-137
1777268948.458848,-159
1777268948.4589186,-182
1777268948.4611385,-206
1777268948.461269,-219
1777268948.461346,-229
1777268948.461482,-229
1777268948.4615586,-230
1777268948.4616327,-223
1777268948.4639952,-215
1777268948.4641228,-199
1777268948.464209,-180
1777268948.4642997,-150
1777268948.4643693,-109
1777268948.4667616,-73
1777268948.4668837,-45
1777268948.4669483,-16
1777268948.4669998,12
1777268948.4670541,31
1777268948.467105,57
1777268948.4671562,84
1777268948.4693215,112
1777268948.4694557,167
1777268948.4695203,162
1777268948.469589,181
1777268948.4696503,201
1777268948.4697096,217
1777268948.4697697,224
1777268948.4720986,229
1777268948.4722111,229
1777268948.4722888,226
1777268948.4723558,223
1777268948.4724357,217
1777268948.4725065,206
1777268948.4748003,190
1777268948.4749186,172
1777268948.4749875,146
1777268948.4750528,112
1777268948.4751318,82
1777268948.4751856,59
1777268948.4752543,37
1777268948.4775035,14
1777268948.4776108,2
1777268948.4776764,-25
1777268948.477737,-52
1777268948.4777982,-84
1777268948.477868,-122
1777268948.477997,-160
1777268948.480265,-176
1777268948.4803967,-200
1777268948.4804797,-221
1777268948.4805682,-227
1777268948.4806402,-230
1777268948.482966,-231
1777268948.4830966,-226
1777268948.4831703,-217
1777268948.4832406,-203
1777268948.4833114,-184
1777268948.4856462,-157
1777268948.4858143,-110
1777268948.4859407,-81
1777268948.4860058,-52
1777268948.4860692,-23
1777268948.4861112,4
1777268948.48617,21
1777268948.4883764,40
1777268948.488501,72
1777268948.488555,95
1777268948.488629,129
1777268948.4887307,163
1777268948.4887967,168
1777268948.488863,188
1777268948.491252,204
1777268948.4913647,222
1777268948.4914343,226
1777268948.491495,229
1777268948.4915545,230
1777268948.4916148,226
1777268948.4916737,219
1777268948.4939241,212
1777268948.4941392,202
1777268948.4942372,184
1777268948.4943116,164
1777268948.4943862,135
1777268948.4944808,100
1777268948.496591,73
1777268948.4966977,50
1777268948.496759,26
1777268948.4968026,5
1777268948.4969153,-11
1777268948.4969802,-35
1777268948.497042,-69
1777268948.4993138,-101
1777268948.4994388,-157
1777268948.4995277,-167
1777268948.4996312,-193
1777268948.4997127,-214
1777268948.4997933,-224
1777268948.5020962,-232
1777268948.502192,-232
1777268948.5022645,-227
1777268948.502337,-218
1777268948.5024123,-209
1777268948.5047424,-191
1777268948.5048532,-168
1777268948.5049255,-135
1777268948.5050268,-93
1777268948.50509,-64
1777268948.5051498,-37
1777268948.5074894,-9
1777268948.5077376,13
1777268948.5078,34
1777268948.5079198,60
1777268948.5079715,86
1777268948.5080326,118
1777268948.508093,161
1777268948.5101385,165
1777268948.510232,182
1777268948.5102944,201
1777268948.510358,219
1777268948.5105412,226
1777268948.510603,230
1777268948.5106626,231
1777268948.5129297,229
1777268948.5130405,222
1777268948.5131078,215
1777268948.5131714,205
1777268948.5132346,190
1777268948.513302,170
1777268948.515647,144
1777268948.5157423,108
1777268948.5158033,81
1777268948.515862,56
1777268948.5159276,35
1777268948.5159864,13
1777268948.5160477,-9
1777268948.51828,-30
1777268948.5184274,-52
1777268948.5185356,-94
1777268948.5186152,-137
1777268948.5186913,-159
1777268948.5187628,-183
1777268948.52106,-205
1777268948.5211537,-224
1777268948.5212252,-229
1777268948.521294,-230
1777268948.5213637,-230
1777268948.5237257,-222
1777268948.5239909,-216
1777268948.5240934,-199
1777268948.5241878,-180
1777268948.5243561,-149
1777268948.5244505,-107
1777268948.5265465,-74
1777268948.5266485,-45
1777268948.5267193,-16
1777268948.526772,11
1777268948.526959,33
1777268948.5270083,58
1777268948.5270586,85
1777268948.5292156,114
1777268948.5293112,160
1777268948.5293744,164
1777268948.5295017,182
1777268948.5295675,200
1777268948.5296292,217
1777268948.5318651,224
1777268948.5321546,238
1777268948.5323555,229
1777268948.5324712,226
1777268948.5325773,224
1777268948.5326962,217
1777268948.5327818,206
1777268948.5346699,191
1777268948.5347798,171
1777268948.5348487,146
1777268948.5349145,111
1777268948.5349693,83
1777268948.5350258,59
1777268948.5350804,37
1777268948.5373468,14
1777268948.5374556,-7
1777268948.5375426,-28
1777268948.537628,-59
1777268948.5377173,-91
1777268948.5378256,-133
1777268948.5401022,-159
1777268948.540321,-181
1777268948.5404818,-205
1777268948.5406418,-225
1777268948.5407932,-229
1777268948.541014,-230
1777268948.5429158,-230
1777268948.543289,-223
1777268948.5434783,-214
1777268948.5436857,-200
1777268948.543848,-181
1777268948.5456643,-152
1777268948.54579,-112
1777268948.545859,-76
1777268948.5459254,-46
1777268948.5459895,-18
1777268948.5460873,9
1777268948.546148,26
1777268948.5483022,48
1777268948.5485542,74
1777268948.5486295,103
1777268948.5487077,149
1777268948.548778,158
1777268948.5489085,175
1777268948.5509455,195
1777268948.5511405,224
1777268948.5512161,221
1777268948.5512843,229
1777268948.5513477,228
1777268948.5514114,229
1777268948.5514762,226
1777268948.5537188,218
1777268948.5538135,209
1777268948.553908,195
1777268948.5539682,175
1777268948.5540278,153
1777268948.554087,121
1777268948.556349,89
1777268948.5565279,72
1777268948.5565882,44
1777268948.5566425,20
1777268948.5566869,0
1777268948.5567522,-16
1777268948.5568185,-41
1777268948.5568814,-75
1777268948.5591614,-110
1777268948.5592618,-162
1777268948.559388,-170
1777268948.5594695,-197
1777268948.5595431,-217
1777268948.5618668,-226
1777268948.5619748,-231
1777268948.5620527,-231
1777268948.5621333,-226
1777268948.562204,-219
1777268948.564547,-206
1777268948.5647378,-178
1777268948.5648198,-164
1777268948.5648952,-127
1777268948.5649595,-88
1777268948.565025,-58
1777268948.567265,-31
1777268948.5673616,-4
1777268948.5674157,19
1777268948.567467,39
1777268948.5675173,66
1777268948.5675683,94
1777268948.5676277,126
1777268948.5676894,164
1777268948.570007,169
1777268948.5701406,186
1777268948.570213,203
1777268948.5702782,221
1777268948.5703437,227
1777268948.5704446,229
1777268948.5727444,231
1777268948.5728483,226
1777268948.5729122,220
1777268948.5730014,214
1777268948.5730975,202
1777268948.57316,184
1777268948.5754004,165
1777268948.575501,146
1777268948.5755615,102
1777268948.5756142,75
1777268948.575666,51
1777268948.5757174,28
1777268948.575759,7
1777268948.5758204,-10
1777268948.5781581,-35
1777268948.5782604,-68
1777268948.5783384,-100
1777268948.5784097,-154
1777268948.5784817,-166
1777268948.5808342,-191
1777268948.5809717,-205
1777268948.5810468,-224
1777268948.5811634,-230
1777268948.581243,-231
1777268948.58137,-226
1777268948.583726,-219
1777268948.5838373,-210
1777268948.583911,-192
1777268948.5839903,-170
1777268948.5841043,-137
1777268948.5862813,-95
1777268948.5863621,-66
1777268948.5864305,-39
1777268948.5864947,-11
1777268948.5865495,17
1777268948.5866072,37
1777268948.5866666,64
1777268948.588998,93
1777268948.5891287,133
1777268948.5891962,163
1777268948.5892622,167
1777268948.5893333,185
1777268948.5893986,204
1777268948.5894628,219
1777268948.5918224,225
1777268948.591933,229
1777268948.591996,229
1777268948.5920556,227
1777268948.5921438,221
